,LOC,Entry,Rep,Row,Col,Row2,Col2,serpentine,selected,selection_location,selected_type,selected_category,First_Summer_ALF_Height,First_Summer_IWG_Height_log,First_Summer_Maturity,First_Yr_Regrowth_Vigor,First_Summer_ALF_Biomass_sqrt,First_Summer_IWG_Biomass_log,First_Summer_Lodging,First_Yr_Regrowth_Vigor2
197,NY,IWAF-H-Base,8,19,4,64.75,82.5,76,base,NA,NA,base_H,-2.79838877,4.787491743,6,2,211.4644904,NA,1,2
198,NY,AVC4,8,20,4,68.25,82.5,77,base,NA,NA,base_WI,-7.029542783,4.773505498,6,2,61.8368919,NA,1,2
199,NY,AVC14,5,2,1,5.25,7.5,8,selected,WI,WI_Maize,WI_Maize,-1.234769358,4.895349141,6,4,291.6840357,NA,4,4
200,NY,UMN4353,5,20,1,68.25,7.5,80,other,NA,NA,NA,11.03997157,4.841558967,7,4,296.7383432,12.25835163,7,4
201,NY,IWAF-L-WI1,5,21,1,71.75,7.5,81,selected,WI,WI_IWG,WI_IWG,-3.197077334,4.637960006,8,4,301.0030649,NA,5,4
202,NY,AVC6,6,21,2,71.75,32.5,82,selected,WI,WI_Maize,WI_Maize,-1.125976584,4.744932128,8,3,285.2402359,NA,3,3
203,NY,AVC11,7,21,3,71.75,57.5,83,selected,WI,WI_Maize,WI_Maize,0.430035183,4.880273479,7,3,258.6822781,NA,4,3
204,NY,AVC3,8,21,4,71.75,82.5,84,base,NA,NA,base_WI,0.215455349,4.787491743,8,2,191.1505815,NA,5,2
205,NY,IWAF-L-WI1,8,22,4,75.25,82.5,85,selected,WI,WI_IWG,WI_IWG,2.922761532,4.462069343,7,2,294.4024918,11.94134595,7,2
206,NY,Larry15,7,22,3,75.25,57.5,86,other,NA,NA,NA,6.903239819,4.382026635,6,2,337.7524771,NA,7,2
207,NY,AVC3,6,22,2,75.25,32.5,87,base,NA,NA,base_WI,-1.92161791,4.773505498,7,4,350.7120451,NA,6,4
208,NY,AVC4,5,22,1,75.25,7.5,88,base,NA,NA,base_WI,7.969589341,4.66970871,6,5,305.0341443,12.08306175,5,5
209,NY,IWAF-H-Base,5,23,1,78.75,7.5,89,base,NA,NA,base_H,-5.573104501,4.248495242,7,3,271.5039407,NA,8,3
210,NY,IWAF-H-MN1,5,3,1,8.75,7.5,9,selected,MN,MN_IWG,MN_IWG,2.173948015,4.759320869,8,3,407.3211085,NA,4,3
211,NY,IWAF-L-KS1,6,23,2,78.75,32.5,90,selected,KS,KS_IWG,KS_IWG,-5.797645127,4.621699491,6,4,196.6287843,NA,8,4
212,NY,AVC4,7,23,3,78.75,57.5,91,base,NA,NA,base_WI,-4.559068106,4.27202574,6,3,213.9612061,NA,7,3
213,NY,AVC6,8,23,4,78.75,82.5,92,selected,WI,WI_Maize,WI_Maize,0.344429975,4.49980967,8,1,198.7777965,NA,2,1
214,NY,AVC14,8,24,4,82.25,82.5,93,selected,WI,WI_Maize,WI_Maize,-0.491850734,4.715518246,8,2,153.9036195,NA,1,2
215,NY,AVC5,7,24,3,82.25,57.5,94,base,NA,NA,base_WI,3.451828629,4.536177314,6,3,240.5994628,NA,8,3
216,NY,NY19-45,6,24,2,82.25,32.5,95,other,NA,NA,NA,3.081329474,4.49980967,8,3,281.4918439,NA,8,3
217,NY,IAFAL-C3,5,24,1,82.25,7.5,96,other,NA,NA,NA,4.397152727,4.773505498,6,1,466.4030463,NA,7,1
218,NY,INTALF20,5,25,1,85.75,7.5,97,selected,WI,WI_Maize,WI_Maize,-2.841950563,4.481117537,7,4,322.4688346,12.37209426,7,4
219,NY,AVC14,6,25,2,85.75,32.5,98,selected,WI,WI_Maize,WI_Maize,-1.327387899,4.621699491,6,4,304.8599884,NA,6,4
220,NY,IWAF-H-MN1,7,25,3,85.75,57.5,99,selected,MN,MN_IWG,MN_IWG,2.645290568,4.339467021,7,3,267.165908,11.86814254,6,3
221,WI,AVC11,2,5,1,13.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,6,2,278.0750935,NA,NA,3
222,WI,IWAF-H-MN1,2,6,1,16.5,82.5,1,selected,MN,MN_IWG,MN_IWG,NA,NA,6,3,383.6878239,NA,NA,5
223,WI,IWAF-L-MN1,2,7,1,19.5,82.5,1,selected,MN,MN_IWG,MN_IWG,NA,NA,6,1,334.1163745,NA,NA,1
224,WI,Larry15,1,4,1,10.5,82.5,1,other,NA,NA,NA,NA,NA,6,1,619.8272371,NA,NA,1
225,WI,IAFAL-C3,4,13,1,37.5,82.5,1,other,NA,NA,NA,NA,NA,5,1,365.3962122,NA,NA,1
226,WI,AVC9,1,1,1,1.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,359.8307342,NA,NA,5
227,WI,INTALF20,1,2,1,4.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,292.7744471,NA,NA,3
228,WI,AVC14,3,9,1,25.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,386.5836221,NA,NA,3
229,WI,IWAF-H-Base,1,3,1,7.5,82.5,1,base,NA,NA,base_H,NA,NA,6,2,408.8827287,NA,NA,3
230,WI,AVC3,3,11,1,31.5,82.5,1,base,NA,NA,base_WI,NA,NA,6,1,267.165908,NA,NA,1
231,WI,AVC14,4,14,1,40.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,6,2,301.8839655,NA,NA,3
232,WI,IWAF-L-Base,4,12,1,34.5,82.5,1,base,NA,NA,base_L,NA,NA,6,2,437.1313799,NA,NA,3
233,WI,IWAF-H-WI1,3,10,1,28.5,82.5,1,selected,WI,WI_IWG,WI_IWG,NA,NA,6,3,366.4122116,NA,NA,5
234,WI,INTALF20,3,8,1,22.5,82.5,1,selected,WI,WI_Maize,WI_Maize,NA,NA,6,2,292.0479586,NA,NA,3
235,WI,IWAF-L-Base,2,5,2,13.5,67.5,2,base,NA,NA,base_L,NA,NA,5,2,337.7524771,NA,NA,3
236,WI,IWAF-L-KS1,2,6,2,16.5,67.5,2,selected,KS,KS_IWG,KS_IWG,NA,NA,6,3,342.7472395,NA,NA,5
237,WI,Larry15,2,7,2,19.5,67.5,2,other,NA,NA,NA,NA,NA,6,1,388.3654387,NA,NA,1
238,WI,IWAF-H-MN1,4,12,2,34.5,67.5,2,selected,MN,MN_IWG,MN_IWG,NA,NA,6,2,270.7203779,NA,NA,3
239,WI,AVC11,1,1,2,1.5,67.5,2,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,370.4483451,NA,NA,5
240,WI,IAFAL-C3,3,8,2,22.5,67.5,2,other,NA,NA,NA,NA,NA,5,1,334.5928896,NA,NA,1
241,WI,IWAF-H-MN1,1,2,2,4.5,67.5,2,selected,MN,MN_IWG,MN_IWG,NA,NA,5,3,453.1190584,NA,NA,5
242,WI,AVC7,1,3,2,7.5,67.5,2,selected,WI,WI_Maize,WI_Maize,NA,NA,6,3,429.903545,NA,NA,5
243,WI,AVC1,1,4,2,10.5,67.5,2,base,NA,NA,base_WI,NA,NA,6,1,345.6787345,NA,NA,1
244,WI,AVC4,3,11,2,31.5,67.5,2,base,NA,NA,base_WI,NA,NA,3,2,385.3452304,NA,NA,3
245,WI,AVC5,3,9,2,25.5,67.5,2,base,NA,NA,base_WI,NA,NA,5,2,402.3359924,NA,NA,3
246,WI,IWAF-L-MN1,4,13,2,37.5,67.5,2,selected,MN,MN_IWG,MN_IWG,NA,NA,5,1,304.1623673,NA,NA,1
247,WI,IWAF-H-Base,4,14,2,40.5,67.5,2,base,NA,NA,base_H,NA,NA,6,2,393.3925926,NA,NA,3
248,WI,AVC7,3,10,2,28.5,67.5,2,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,355.3753738,NA,NA,3
249,WI,AVC5,2,6,3,16.5,52.5,3,base,NA,NA,base_WI,NA,NA,6,3,351.7704585,NA,NA,5
250,WI,AVC6,1,2,3,4.5,52.5,3,selected,WI,WI_Maize,WI_Maize,NA,NA,5,3,522.1668976,NA,NA,5
251,WI,AVC3,1,4,3,10.5,52.5,3,base,NA,NA,base_WI,NA,NA,6,2,443.8828432,NA,NA,3
252,WI,AVC1,2,5,3,13.5,52.5,3,base,NA,NA,base_WI,NA,NA,5,2,442.6847767,NA,NA,3
253,WI,IWAF-H-WI1,4,12,3,34.5,52.5,3,selected,WI,WI_IWG,WI_IWG,NA,NA,6,2,309.0126426,NA,NA,3
254,WI,AVC6,2,7,3,19.5,52.5,3,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,410.8264065,NA,NA,3
255,WI,AVC5,1,1,3,1.5,52.5,3,base,NA,NA,base_WI,NA,NA,3,3,476.0949882,NA,NA,5
256,WI,IWAF-L-MN1,3,8,3,22.5,52.5,3,selected,MN,MN_IWG,MN_IWG,NA,NA,6,1,410.4384073,NA,NA,1
257,WI,AVC2,3,9,3,25.5,52.5,3,base,NA,NA,base_WI,NA,NA,6,2,343.521111,NA,NA,3
258,WI,IWAF-L-WI1,1,3,3,7.5,52.5,3,selected,WI,WI_IWG,WI_IWG,NA,NA,5,3,523.0814652,NA,NA,5
259,WI,IWAF-L-WI1,3,11,3,31.5,52.5,3,selected,WI,WI_IWG,WI_IWG,NA,NA,5,2,391.3623403,NA,NA,3
260,WI,IWAF-H-Base,3,10,3,28.5,52.5,3,base,NA,NA,base_H,NA,NA,6,2,380.4909488,NA,NA,3
261,WI,IWAF-L-Base,4,13,3,37.5,52.5,3,base,NA,NA,base_L,NA,NA,5,1,346.2927292,NA,NA,1
262,WI,IWAF-L-WI1,4,14,3,40.5,52.5,3,selected,WI,WI_IWG,WI_IWG,NA,NA,5,1,404.3111442,NA,NA,1
263,WI,AVC7,2,5,4,13.5,37.5,4,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,407.1907031,NA,NA,5
264,WI,IWAF-L-MN1,1,1,4,1.5,37.5,4,selected,MN,MN_IWG,MN_IWG,NA,NA,3,2,488.2113014,NA,NA,3
265,WI,IWAF-H-Base,2,4,4,10.5,37.5,4,base,NA,NA,base_H,NA,NA,5,3,421.5454176,NA,NA,5
266,WI,IWAF-L-KS1,4,11,4,31.5,37.5,4,selected,KS,KS_IWG,KS_IWG,NA,NA,3,3,395.0092813,NA,NA,5
267,WI,INTALF20,2,6,4,16.5,37.5,4,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,325.0932428,NA,NA,5
268,WI,Larry15,3,8,4,22.5,37.5,4,other,NA,NA,NA,NA,NA,5,1,384.6555122,NA,NA,1
269,WI,IWAF-L-KS1,1,2,4,4.5,37.5,4,selected,KS,KS_IWG,KS_IWG,NA,NA,5,3,511.2722354,NA,NA,5
270,WI,AVC9,3,9,4,25.5,37.5,4,selected,WI,WI_Maize,WI_Maize,NA,NA,6,2,386.8582819,NA,NA,3
271,WI,IWAF-L-Base,1,3,4,7.5,37.5,4,base,NA,NA,base_L,NA,NA,5,3,344.6016114,NA,NA,5
272,WI,AVC11,3,10,4,28.5,37.5,4,selected,WI,WI_Maize,WI_Maize,NA,NA,6,3,301.0030649,NA,NA,5
273,WI,AVC2,4,13,4,37.5,37.5,4,base,NA,NA,base_WI,NA,NA,5,2,388.9120476,NA,NA,3
274,WI,AVC2,2,7,4,19.5,37.5,4,base,NA,NA,base_WI,NA,NA,6,2,377.40773,NA,NA,3
275,WI,INTALF20,4,12,4,34.5,37.5,4,selected,WI,WI_Maize,WI_Maize,NA,NA,5,1,361.1566247,NA,NA,1
276,WI,Larry15,4,14,4,40.5,37.5,4,other,NA,NA,NA,NA,NA,5,1,394.740293,NA,NA,1
277,WI,IWAF-H-WI1,2,5,5,13.5,22.5,5,selected,WI,WI_IWG,WI_IWG,NA,NA,3,3,479.7620128,NA,NA,5
278,WI,AVC14,1,1,5,1.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,574.9316224,NA,NA,5
279,WI,IWAF-H-WI1,1,2,5,4.5,22.5,5,selected,WI,WI_IWG,WI_IWG,NA,NA,5,3,511.8951054,NA,NA,5
280,WI,AVC9,2,4,5,10.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,412.8895779,NA,NA,5
281,WI,AVC4,4,11,5,31.5,22.5,5,base,NA,NA,base_WI,NA,NA,5,3,384.3792784,NA,NA,5
282,WI,AVC9,4,12,5,34.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,360.2732399,NA,NA,3
283,WI,IWAF-L-Base,2,6,5,16.5,22.5,5,base,NA,NA,base_L,NA,NA,5,3,381.8841828,NA,NA,5
284,WI,AVC1,4,13,5,37.5,22.5,5,base,NA,NA,base_WI,NA,NA,5,1,392.5817516,NA,NA,1
285,WI,IWAF-H-MN1,3,10,5,28.5,22.5,5,selected,MN,MN_IWG,MN_IWG,NA,NA,5,3,413.0181839,NA,NA,5
286,WI,AVC14,2,7,5,19.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,5,2,370.8781828,NA,NA,3
287,WI,AVC6,3,9,5,25.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,3,2,369.58717,NA,NA,3
288,WI,IWAF-H-Base,3,8,5,22.5,22.5,5,base,NA,NA,base_H,NA,NA,3,2,339.3212384,NA,NA,3
289,WI,AVC2,1,3,5,7.5,22.5,5,base,NA,NA,base_WI,NA,NA,5,3,434.5725401,NA,NA,5
290,WI,AVC6,4,14,5,40.5,22.5,5,selected,WI,WI_Maize,WI_Maize,NA,NA,5,1,370.5916798,NA,NA,1
291,WI,IAFAL-C3,2,4,6,10.5,7.5,6,other,NA,NA,NA,NA,NA,3,1,441.7239838,NA,NA,1
292,WI,IAFAL-C3,1,1,6,1.5,7.5,6,other,NA,NA,NA,NA,NA,3,3,401.9397974,NA,NA,5
293,WI,IWAF-H-Base,1,2,6,4.5,7.5,6,base,NA,NA,base_H,NA,NA,5,3,515.8224825,NA,NA,5
294,WI,AVC5,4,11,6,31.5,7.5,6,base,NA,NA,base_WI,NA,NA,5,3,335.0687271,NA,NA,5
295,WI,AVC11,4,12,6,34.5,7.5,6,selected,WI,WI_Maize,WI_Maize,NA,NA,3,3,415.1983913,NA,NA,5
296,WI,IWAF-L-WI1,2,6,6,16.5,7.5,6,selected,WI,WI_IWG,WI_IWG,NA,NA,3,3,322.1392803,NA,NA,5
297,WI,AVC7,4,13,6,37.5,7.5,6,selected,WI,WI_Maize,WI_Maize,NA,NA,3,2,387.6810938,NA,NA,3
298,WI,AVC4,1,3,6,7.5,7.5,6,base,NA,NA,base_WI,NA,NA,6,3,412.5035193,NA,NA,5
299,WI,AVC3,2,7,6,19.5,7.5,6,base,NA,NA,base_WI,NA,NA,5,3,436.645138,NA,NA,5
300,WI,IWAF-L-Base,3,9,6,25.5,7.5,6,base,NA,NA,base_L,NA,NA,5,3,414.6864325,NA,NA,5
301,WI,AVC4,2,5,6,13.5,7.5,6,base,NA,NA,base_WI,NA,NA,5,3,365.1054074,NA,NA,5
302,WI,AVC3,4,14,6,40.5,7.5,6,base,NA,NA,base_WI,NA,NA,5,3,419.1448697,NA,NA,5
303,WI,IWAF-L-KS1,3,8,6,22.5,7.5,6,selected,KS,KS_IWG,KS_IWG,NA,NA,3,3,299.5882366,NA,NA,5
304,WI,AVC1,3,10,6,28.5,7.5,6,base,NA,NA,base_WI,NA,NA,5,2,376.7034791,NA,NA,3
